N58.50278126999999,E33.25476589,06/11/2023 08:58:59,95.8,0,0,,,,,,,,,,
N58.502781230000004,E33.25476593,06/11/2023 08:59:00,95.8,0,0,,,,,,,,,,
N58.50278121,E33.25476595,06/11/2023 08:59:01,96.2,0,0,,,,,,,,,,
N58.50278118999999,E33.25476597,06/11/2023 08:59:02,96.2,0,0,,,,,,,,,,
N58.502781160000005,E33.25476595,06/11/2023 08:59:03,96.2,0,0,,,,,,,,,,
N58.50278061,E33.25476606,06/11/2023 08:59:04,95.9,0,0,,,,,,,,,,
N58.50278059,E33.25476606,06/11/2023 08:59:05,95.8,0,0,,,,,,,,,,
N58.502780519999995,E33.254766100000005,06/11/2023 08:59:06,95.8,0,0,,,,,,,,,,
N58.502779739999994,E33.254766260000004,06/11/2023 08:59:07,95.3,0,0,,,,,,,,,,
N58.50277969,E33.25476627,06/11/2023 08:59:08,95.2,0,0,,,,,,,,,,
N58.502779630000006,E33.254766249999996,06/11/2023 08:59:09,95.1,0,0,,,,,,,,,,
N58.50277954999999,E33.25476624,06/11/2023 08:59:10,95.1,0,0,,,,,,,,,,
N58.50277946999999,E33.25476628,06/11/2023 08:59:11,95,0,0,,,,,,,,,,
N58.502778230000004,E33.25476665,06/11/2023 08:59:12,94,0,0,,,,,,,,,,
N58.5027772,E33.25476691,06/11/2023 08:59:13,93.1,0,0,,,,,,,,,,
N58.502776620000006,E33.25476701,06/11/2023 08:59:14,92.8,0,0,,,,,,,,,,
N58.502776350000005,E33.25476708,06/11/2023 08:59:15,92.6,0,0,,,,,,,,,,
N58.50277602,E33.25476716,06/11/2023 08:59:16,92.3,0,0,,,,,,,,,,
N58.50277578,E33.25476724,06/11/2023 08:59:17,92.1,0,0,,,,,,,,,,
N58.50277551999999,E33.2547673,06/11/2023 08:59:18,92,0,0,,,,,,,,,,
N58.50277526,E33.25476733,06/11/2023 08:59:19,91.8,0,0,,,,,,,,,,
N58.50277503,E33.2547674,06/11/2023 08:59:20,91.6,0,0,,,,,,,,,,
N58.50277486,E33.254767470000004,06/11/2023 08:59:21,91.5,0,0,,,,,,,,,,
N58.50277468,E33.25476751,06/11/2023 08:59:22,91.3,0,0,,,,,,,,,,
N58.50277441,E33.25477496,06/11/2023 08:59:23,90.2,0.4,9.8,,,,,,,,,,
N58.50277174,E33.25477667,06/11/2023 08:59:24,87.7,0,0,,,,,,,,,,
N58.5027703,E33.25477728,06/11/2023 08:59:25,86.7,0.4,94.1,,,,,,,,,,
N58.502766439999995,E33.25476941,06/11/2023 08:59:26,85,0,0,,,,,,,,,,
N58.50276772,E33.2547648,06/11/2023 08:59:27,84.2,0,0,,,,,,,,,,
N58.502767080000005,E33.25476075,06/11/2023 08:59:28,82.7,0,0,,,,,,,,,,
N58.502766650000005,E33.25476262,06/11/2023 08:59:29,81.3,0,0,,,,,,,,,,
N58.50276889,E33.25476679,06/11/2023 08:59:30,80.1,0,0,,,,,,,,,,
N58.502772109999995,E33.25476723,06/11/2023 08:59:31,79.2,0,0,,,,,,,,,,
N58.50277284,E33.25476846,06/11/2023 08:59:32,78.1,0,0,,,,,,,,,,
N58.502773319999996,E33.25476671,06/11/2023 08:59:33,78.2,0,0,,,,,,,,,,
N58.50277402,E33.254766,06/11/2023 08:59:34,78.7,0,0,,,,,,,,,,
N58.50277511,E33.254765590000005,06/11/2023 08:59:35,78.9,0,0,,,,,,,,,,
N58.502775119999995,E33.25476662,06/11/2023 08:59:36,79,0,0,,,,,,,,,,
N58.502773340000005,E33.25476461,06/11/2023 08:59:37,78,0,0,,,,,,,,,,
N58.50277316,E33.25476365,06/11/2023 08:59:38,77.8,0,0,,,,,,,,,,
N58.50276924,E33.25475618,06/11/2023 08:59:39,76.6,0,0,,,,,,,,,,
N58.5027647,E33.2547502,06/11/2023 08:59:40,75.7,0.4,227.2,,,,,,,,,,
N58.50276582000001,E33.25474963,06/11/2023 08:59:41,75,0,0,,,,,,,,,,
N58.502764930000005,E33.25474646,06/11/2023 08:59:42,73.9,0,0,,,,,,,,,,
N58.502763699999996,E33.25473977,06/11/2023 08:59:43,72.6,0,0,,,,,,,,,,
N58.50276181,E33.25473682,06/11/2023 08:59:44,72.2,0,0,,,,,,,,,,
N58.50275851000001,E33.254735690000004,06/11/2023 08:59:45,71.4,0,0,,,,,,,,,,
N58.50275662,E33.25473476,06/11/2023 08:59:46,69.5,0,0,,,,,,,,,,
N58.50275809,E33.2547322,06/11/2023 08:59:47,68.6,0,0,,,,,,,,,,
N58.50275815,E33.25473042,06/11/2023 08:59:48,67.6,0,0,,,,,,,,,,
N58.502760099999996,E33.25472776,06/11/2023 08:59:49,67,0,0,,,,,,,,,,
N58.50276288,E33.25472653,06/11/2023 08:59:50,67.1,0.4,166.4,,,,,,,,,,
N58.50276449,E33.2547275,06/11/2023 08:59:51,67.1,0,0,,,,,,,,,,
N58.502765159999996,E33.25472855,06/11/2023 08:59:52,67.5,0,0,,,,,,,,,,
N58.502765600000004,E33.254733540000004,06/11/2023 08:59:53,67.2,0.7,111.8,,,,,,,,,,
N58.50276811,E33.25472922,06/11/2023 08:59:54,67.6,0,0,,,,,,,,,,
N58.50276729,E33.25472623,06/11/2023 08:59:55,67,0,0,,,,,,,,,,
N58.50276705,E33.25472336,06/11/2023 08:59:56,66.9,0,0,,,,,,,,,,
N58.50276792,E33.25472047,06/11/2023 08:59:57,67.5,0,0,,,,,,,,,,
N58.502768530000004,E33.2547183,06/11/2023 08:59:58,68,0,0,,,,,,,,,,
N58.502767379999995,E33.254712420000004,06/11/2023 08:59:59,68.5,0,0,,,,,,,,,,
N58.50276744,E33.25471351,06/11/2023 09:00:00,68.7,0,0,,,,,,,,,,
N58.502765710000006,E33.254714119999996,06/11/2023 09:00:01,68.8,0,0,,,,,,,,,,
N58.50276432,E33.25471428,06/11/2023 09:00:02,68.8,0,0,,,,,,,,,,
N58.50276353,E33.25471699,06/11/2023 09:00:03,68.8,0,0,,,,,,,,,,
N58.50276343,E33.25471792,06/11/2023 09:00:04,69.1,0.9,271,,,,,,,,,,
N58.50276217,E33.25472121,06/11/2023 09:00:05,69,0.7,167,,,,,,,,,,
N58.50276085,E33.25472309,06/11/2023 09:00:06,69.4,0.6,254.8,,,,,,,,,,
N58.5027587,E33.25472215,06/11/2023 09:00:07,69.6,1.1,214.2,,,,,,,,,,
N58.502754880000005,E33.254721260000004,06/11/2023 09:00:08,69.1,1.4,205.9,,,,,,,,,,
N58.50275255,E33.25472235,06/11/2023 09:00:09,69.3,0.6,195.4,,,,,,,,,,
N58.5027473,E33.25471872,06/11/2023 09:00:10,69.5,3.6,207.7,,,,,,,,,,
N58.50274029,E33.254713360000004,06/11/2023 09:00:11,69.8,2.5,208.7,,,,,,,,,,
N58.50273547,E33.2547037,06/11/2023 09:00:12,70.5,3.6,227.7,,,,,,,,,,
N58.50273107,E33.25469255,06/11/2023 09:00:13,69.5,2.6,232.8,,,,,,,,,,
N58.50272731,E33.25467444,06/11/2023 09:00:14,69.4,5.3,247.9,,,,,,,,,,
N58.50272133000001,E33.254650240000004,06/11/2023 09:00:15,69.4,5.4,238.1,,,,,,,,,,
N58.5027147,E33.25462828,06/11/2023 09:00:16,68.3,4.5,241.6,,,,,,,,,,
N58.502709530000004,E33.25459887,06/11/2023 09:00:17,65.5,7.1,252.3,,,,,,,,,,
N58.50270767,E33.25458241,06/11/2023 09:00:18,64.6,0.6,265.9,,,,,,,,,,
N58.50270919,E33.254582740000004,06/11/2023 09:00:19,64.8,0,0,,,,,,,,,,
N58.50271051,E33.25458487,06/11/2023 09:00:20,65.1,0.3,265.9,,,,,,,,,,
N58.502711559999995,E33.25458776,06/11/2023 09:00:21,65.6,0,0,,,,,,,,,,
N58.502713750000005,E33.25459413,06/11/2023 09:00:22,65.8,0,0,,,,,,,,,,
N58.50271482,E33.254597010000005,06/11/2023 09:00:23,65.6,0,0,,,,,,,,,,
N58.50271533,E33.25459867,06/11/2023 09:00:24,65.6,0,0,,,,,,,,,,
N58.50271626,E33.25459972,06/11/2023 09:00:25,66,0,0,,,,,,,,,,
N58.50271695000001,E33.25460093,06/11/2023 09:00:26,65.4,0,0,,,,,,,,,,
N58.50271752,E33.25460277,06/11/2023 09:00:27,65.8,0,0,,,,,,,,,,
N58.502717270000005,E33.25460431,06/11/2023 09:00:28,65.6,0,0,,,,,,,,,,
N58.502717149999995,E33.25460538,06/11/2023 09:00:29,66,0,0,,,,,,,,,,
N58.502716410000005,E33.25460573,06/11/2023 09:00:30,65.8,0,0,,,,,,,,,,
N58.50271617000001,E33.25460572,06/11/2023 09:00:31,65.9,0,0,,,,,,,,,,
N58.50271593,E33.25460554,06/11/2023 09:00:32,65.8,0,0,,,,,,,,,,
N58.502715740000006,E33.2546054,06/11/2023 09:00:33,65.7,0,0,,,,,,,,,,
N58.50271577,E33.25460544,06/11/2023 09:00:34,65.7,0,0,,,,,,,,,,
N58.50271575,E33.25460544,06/11/2023 09:00:35,65.6,0,0,,,,,,,,,,
N58.50271572,E33.25460546,06/11/2023 09:00:36,65.6,0,0,,,,,,,,,,
N58.502715710000004,E33.25460547,06/11/2023 09:00:37,65.6,0,0,,,,,,,,,,
N58.50271567,E33.25460545,06/11/2023 09:00:38,65.6,0,0,,,,,,,,,,
N58.502715630000004,E33.25460544,06/11/2023 09:00:39,65.6,0,0,,,,,,,,,,
N58.50271558,E33.254605409999996,06/11/2023 09:00:40,65.6,0,0,,,,,,,,,,
N58.502715550000005,E33.2546054,06/11/2023 09:00:41,65.6,0,0,,,,,,,,,,
N58.502715550000005,E33.25460536,06/11/2023 09:00:42,65.6,0,0,,,,,,,,,,
N58.502715550000005,E33.25460535,06/11/2023 09:00:43,65.6,0,0,,,,,,,,,,
N58.502715550000005,E33.25460535,06/11/2023 09:00:44,65.6,0,0,,,,,,,,,,
N58.502715550000005,E33.25460529,06/11/2023 09:00:45,65.6,0,0,,,,,,,,,,
N58.50271556,E33.2546052,06/11/2023 09:00:46,65.7,0,0,,,,,,,,,,
N58.50271557,E33.2546051,06/11/2023 09:00:47,65.7,0,0,,,,,,,,,,
N58.50271559,E33.254605,06/11/2023 09:00:48,65.7,0,0,,,,,,,,,,
N58.502715609999996,E33.25460489,06/11/2023 09:00:49,65.7,0,0,,,,,,,,,,
N58.50271562,E33.254604810000004,06/11/2023 09:00:50,65.8,0,0,,,,,,,,,,
N58.502715609999996,E33.25460477,06/11/2023 09:00:51,65.8,0,0,,,,,,,,,,
N58.50271558,E33.25460472,06/11/2023 09:00:53,65.8,0,0,,,,,,,,,,
N58.502715550000005,E33.254604709999995,06/11/2023 09:00:54,65.8,0,0,,,,,,,,,,
N58.502715529999996,E33.25460469,06/11/2023 09:00:55,65.8,0,0,,,,,,,,,,
N58.50271551,E33.2546047,06/11/2023 09:00:56,65.8,0,0,,,,,,,,,,
N58.50271551,E33.25460472,06/11/2023 09:00:57,65.8,0,0,,,,,,,,,,
N58.50271551,E33.254604730000004,06/11/2023 09:00:58,65.8,0,0,,,,,,,,,,
N58.5027155,E33.25460474,06/11/2023 09:00:59,65.8,0,0,,,,,,,,,,
N58.5027155,E33.25460474,06/11/2023 09:01:00,65.8,0,0,,,,,,,,,,
N58.5027155,E33.25460474,06/11/2023 09:01:01,65.8,0,0,,,,,,,,,,
N58.5027155,E33.25460474,06/11/2023 09:01:02,65.8,0,0,,,,,,,,,,
N58.5027155,E33.25460474,06/11/2023 09:01:03,65.8,0,0,,,,,,,,,,
N58.50271549,E33.25460474,06/11/2023 09:01:04,65.8,0,0,,,,,,,,,,
N58.50271548,E33.25460474,06/11/2023 09:01:05,65.8,0,0,,,,,,,,,,
N58.50271549,E33.25460472,06/11/2023 09:01:06,65.8,0,0,,,,,,,,,,
N58.50271548,E33.2546047,06/11/2023 09:01:07,65.7,0,0,,,,,,,,,,
N58.50271548,E33.25460469,06/11/2023 09:01:08,65.7,0,0,,,,,,,,,,
N58.502715470000005,E33.25460467,06/11/2023 09:01:09,65.7,0,0,,,,,,,,,,
N58.502715470000005,E33.25460466,06/11/2023 09:01:10,65.7,0,0,,,,,,,,,,
N58.502715470000005,E33.254604650000005,06/11/2023 09:01:11,65.7,0,0,,,,,,,,,,
N58.50271546,E33.25460464,06/11/2023 09:01:12,65.7,0,0,,,,,,,,,,
N58.50271546,E33.25460462,06/11/2023 09:01:13,65.7,0,0,,,,,,,,,,
N58.50271545,E33.25460459,06/11/2023 09:01:14,65.7,0,0,,,,,,,,,,
N58.50271545,E33.25460456,06/11/2023 09:01:15,65.7,0,0,,,,,,,,,,
N58.50271544,E33.25460451,06/11/2023 09:01:16,65.7,0,0,,,,,,,,,,
N58.502715429999995,E33.25460447,06/11/2023 09:01:17,65.7,0,0,,,,,,,,,,
N58.502715470000005,E33.25460432,06/11/2023 09:01:18,65.8,0,0,,,,,,,,,,
N58.50271551,E33.25460414,06/11/2023 09:01:19,65.8,0,0,,,,,,,,,,
N58.50271552,E33.25460407,06/11/2023 09:01:20,65.8,0,0,,,,,,,,,,
N58.50271552,E33.25460407,06/11/2023 09:01:21,65.8,0,0,,,,,,,,,,
N58.50271552,E33.254604119999996,06/11/2023 09:01:22,65.8,0,0,,,,,,,,,,
N58.50271552,E33.25460415,06/11/2023 09:01:23,65.8,0,0,,,,,,,,,,
N58.502715529999996,E33.25460416,06/11/2023 09:01:24,65.8,0,0,,,,,,,,,,
N58.50271552,E33.25460419,06/11/2023 09:01:25,65.8,0,0,,,,,,,,,,
N58.50271552,E33.25460424,06/11/2023 09:01:26,65.8,0,0,,,,,,,,,,
N58.50271551,E33.25460426,06/11/2023 09:01:27,65.8,0,0,,,,,,,,,,
N58.50271551,E33.25460425,06/11/2023 09:01:28,65.8,0,0,,,,,,,,,,
N58.50271552,E33.25460425,06/11/2023 09:01:29,65.8,0,0,,,,,,,,,,
N58.50271552,E33.25460425,06/11/2023 09:01:30,65.8,0,0,,,,,,,,,,
N58.502715529999996,E33.25460423,06/11/2023 09:01:31,65.8,0,0,,,,,,,,,,
N58.502715529999996,E33.254604220000004,06/11/2023 09:01:32,65.8,0,0,,,,,,,,,,
N58.502715529999996,E33.254604199999996,06/11/2023 09:01:33,65.8,0,0,,,,,,,,,,
N58.502715529999996,E33.25460418,06/11/2023 09:01:34,65.8,0,0,,,,,,,,,,
N58.502715550000005,E33.25460418,06/11/2023 09:01:35,65.8,0,0,,,,,,,,,,
N58.50271559,E33.25460415,06/11/2023 09:01:36,65.9,0,0,,,,,,,,,,
N58.50271562,E33.25460413,06/11/2023 09:01:37,65.9,0,0,,,,,,,,,,
N58.50271564,E33.25460409,06/11/2023 09:01:38,65.9,0,0,,,,,,,,,,
N58.50271567,E33.25460406,06/11/2023 09:01:39,65.9,0,0,,,,,,,,,,
N58.50271567,E33.25460404,06/11/2023 09:01:40,65.9,0,0,,,,,,,,,,
N58.50271566000001,E33.25460403,06/11/2023 09:01:41,65.9,0,0,,,,,,,,,,
N58.50271565,E33.25460403,06/11/2023 09:01:42,65.9,0,0,,,,,,,,,,
N58.50271564,E33.25460402,06/11/2023 09:01:43,65.9,0,0,,,,,,,,,,
N58.50271564,E33.25460402,06/11/2023 09:01:44,65.9,0,0,,,,,,,,,,
N58.50271564,E33.25460401,06/11/2023 09:01:45,65.9,0,0,,,,,,,,,,
N58.50271564,E33.25460399,06/11/2023 09:01:46,65.9,0,0,,,,,,,,,,
N58.50271565,E33.25460398,06/11/2023 09:01:47,65.9,0,0,,,,,,,,,,
N58.50271565,E33.25460398,06/11/2023 09:01:48,65.9,0,0,,,,,,,,,,
N58.50271564,E33.25460398,06/11/2023 09:01:49,65.9,0,0,,,,,,,,,,
N58.50271562,E33.25460398,06/11/2023 09:01:50,65.9,0,0,,,,,,,,,,
N58.502715609999996,E33.25460397,06/11/2023 09:01:51,65.9,0,0,,,,,,,,,,
N58.5027156,E33.25460395,06/11/2023 09:01:52,65.9,0,0,,,,,,,,,,
N58.50271558,E33.25460393,06/11/2023 09:01:53,65.9,0,0,,,,,,,,,,
N58.50271556,E33.25460389,06/11/2023 09:01:54,65.9,0,0,,,,,,,,,,
N58.50271554,E33.254603870000004,06/11/2023 09:01:55,65.9,0,0,,,,,,,,,,
N58.50271029,E33.25459876,06/11/2023 09:01:56,67.8,3.8,202,,,,,,,,,,
N58.502702840000005,E33.25459257,06/11/2023 09:01:57,68.7,2.6,206.7,,,,,,,,,,
N58.50269843,E33.254591239999996,06/11/2023 09:01:58,70.1,1.4,147.2,,,,,,,,,,
N58.50269315,E33.25458363,06/11/2023 09:01:59,70.6,4.3,218.4,,,,,,,,,,
N58.502689870000005,E33.25457624,06/11/2023 09:02:00,69.7,1,147.4,,,,,,,,,,
N58.50269532,E33.25457993,06/11/2023 09:02:01,69.5,0,0,,,,,,,,,,
N58.5026984,E33.25458345,06/11/2023 09:02:02,70.1,0,0,,,,,,,,,,
N58.50269972,E33.254584380000004,06/11/2023 09:02:03,69.8,0,0,,,,,,,,,,
N58.50270075,E33.25458425,06/11/2023 09:02:04,69.9,0,0,,,,,,,,,,
N58.502702310000004,E33.254583849999996,06/11/2023 09:02:05,70.7,0,0,,,,,,,,,,
N58.50270361,E33.25458402,06/11/2023 09:02:06,70.7,0,0,,,,,,,,,,
N58.50270475,E33.25458416,06/11/2023 09:02:07,70.3,0,0,,,,,,,,,,
N58.502706010000004,E33.254584359999996,06/11/2023 09:02:08,69.8,0,0,,,,,,,,,,
N58.50270741,E33.25458505,06/11/2023 09:02:09,69.5,0,0,,,,,,,,,,
N58.50270895,E33.25458589,06/11/2023 09:02:10,69.1,0,0,,,,,,,,,,
N58.502709839999994,E33.25458659,06/11/2023 09:02:11,68.9,0,0,,,,,,,,,,
N58.502710459999996,E33.25458717,06/11/2023 09:02:12,68.8,0,0,,,,,,,,,,
N58.50271084,E33.25458753,06/11/2023 09:02:13,68.7,0,0,,,,,,,,,,
N58.50271107,E33.25458767,06/11/2023 09:02:14,68.7,0,0,,,,,,,,,,
N58.5027112,E33.254587719999996,06/11/2023 09:02:15,68.7,0,0,,,,,,,,,,
N58.50271127,E33.254587740000005,06/11/2023 09:02:16,68.7,0,0,,,,,,,,,,
N58.50271131,E33.254587740000005,06/11/2023 09:02:17,68.7,0,0,,,,,,,,,,
N58.502711330000004,E33.25458773,06/11/2023 09:02:18,68.7,0,0,,,,,,,,,,
N58.50271134,E33.25458771,06/11/2023 09:02:19,68.7,0,0,,,,,,,,,,
N58.50271137,E33.25458769,06/11/2023 09:02:20,68.7,0,0,,,,,,,,,,
N58.50271143,E33.25458766,06/11/2023 09:02:21,68.7,0,0,,,,,,,,,,
N58.50271149,E33.25458764,06/11/2023 09:02:22,68.8,0,0,,,,,,,,,,
N58.50271154,E33.25458762,06/11/2023 09:02:23,68.8,0,0,,,,,,,,,,
N58.50271161,E33.2545876,06/11/2023 09:02:24,68.8,0,0,,,,,,,,,,
N58.5027117,E33.25458757,06/11/2023 09:02:25,68.8,0,0,,,,,,,,,,
N58.502711749999996,E33.254587550000004,06/11/2023 09:02:26,68.8,0,0,,,,,,,,,,
N58.502711790000006,E33.25458753,06/11/2023 09:02:27,68.8,0,0,,,,,,,,,,
N58.50271185,E33.2545875,06/11/2023 09:02:28,68.9,0,0,,,,,,,,,,
N58.50271193,E33.254587470000004,06/11/2023 09:02:29,68.9,0,0,,,,,,,,,,
N58.50271197,E33.254587459999996,06/11/2023 09:02:30,68.9,0,0,,,,,,,,,,
N58.502712,E33.25458745,06/11/2023 09:02:31,68.9,0,0,,,,,,,,,,
N58.502712009999996,E33.25458745,06/11/2023 09:02:32,68.9,0,0,,,,,,,,,,
N58.502712009999996,E33.25458744,06/11/2023 09:02:33,68.9,0,0,,,,,,,,,,
N58.50271202,E33.25458742,06/11/2023 09:02:34,68.9,0,0,,,,,,,,,,
N58.502712030000005,E33.2545874,06/11/2023 09:02:35,68.9,0,0,,,,,,,,,,
N58.502712259999996,E33.25458671,06/11/2023 09:02:36,68.6,0,0,,,,,,,,,,
N58.50271172,E33.25458517,06/11/2023 09:02:37,68.6,0.7,147.2,,,,,,,,,,
N58.50270939,E33.25458295,06/11/2023 09:02:38,68.1,0.9,147.2,,,,,,,,,,
N58.502706859999996,E33.25458195,06/11/2023 09:02:39,68.7,0.8,147.2,,,,,,,,,,
N58.50270525,E33.25458148,06/11/2023 09:02:40,69.4,0.4,147.2,,,,,,,,,,
N58.502704910000006,E33.25458095,06/11/2023 09:02:41,69.4,0,0,,,,,,,,,,
N58.50270595,E33.25457962,06/11/2023 09:02:42,70.4,0.5,147.2,,,,,,,,,,
N58.50270717,E33.2545787,06/11/2023 09:02:43,71.1,0.4,147.2,,,,,,,,,,
N58.50270798,E33.25458124,06/11/2023 09:02:44,71.1,1,89.3,,,,,,,,,,
N58.50270833,E33.25458508,06/11/2023 09:02:45,71.1,0.6,89.2,,,,,,,,,,
N58.50270884,E33.25459052,06/11/2023 09:02:46,71.7,1.3,88.8,,,,,,,,,,
N58.502709519999996,E33.25459612,06/11/2023 09:02:47,71.6,1.1,88.9,,,,,,,,,,
N58.502710040000004,E33.2546,06/11/2023 09:02:48,72.2,0.8,89.1,,,,,,,,,,
N58.502710820000004,E33.25460263,06/11/2023 09:02:49,71.5,0.8,89.3,,,,,,,,,,
N58.50271151,E33.25460286,06/11/2023 09:02:50,71,0.4,89.4,,,,,,,,,,
N58.50271331,E33.25460123,06/11/2023 09:02:51,72.4,0.7,334,,,,,,,,,,
N58.502715900000005,E33.25459769,06/11/2023 09:02:52,72,1.3,334.1,,,,,,,,,,
N58.5027173,E33.254592040000006,06/11/2023 09:02:53,71.5,0,0,,,,,,,,,,
N58.50271806,E33.25459016,06/11/2023 09:02:54,71.4,0,0,,,,,,,,,,
N58.50271909,E33.25459217,06/11/2023 09:02:55,72.6,1,333.9,,,,,,,,,,
N58.50272123,E33.254597829999994,06/11/2023 09:02:56,73.5,1.5,333.9,,,,,,,,,,
N58.50272147,E33.25460327,06/11/2023 09:02:57,73.7,0.7,333.9,,,,,,,,,,
N58.50272112,E33.254609110000004,06/11/2023 09:02:58,74.1,1.4,57.7,,,,,,,,,,
N58.502721879999996,E33.25461491,06/11/2023 09:02:59,73.6,1.1,58,,,,,,,,,,
N58.50272277,E33.25461797,06/11/2023 09:03:00,74.1,0.6,58.1,,,,,,,,,,
N58.502723079999996,E33.25461965,06/11/2023 09:03:01,74.1,0,0,,,,,,,,,,
N58.50272236,E33.254618369999996,06/11/2023 09:03:02,74.9,0,0,,,,,,,,,,
N58.50272112,E33.2546196,06/11/2023 09:03:03,74.9,0,0,,,,,,,,,,
N58.50271759,E33.25462024,06/11/2023 09:03:04,75.5,1.5,58,,,,,,,,,,
N58.50271214,E33.25461782,06/11/2023 09:03:05,76.2,1.9,58,,,,,,,,,,
N58.5027094,E33.2546154,06/11/2023 09:03:06,78.4,0,0,,,,,,,,,,
N58.50271087,E33.25462022,06/11/2023 09:03:07,81.2,2.2,46.2,,,,,,,,,,
N58.50271487,E33.2546276,06/11/2023 09:03:08,84.2,2.1,45.8,,,,,,,,,,
N58.502717780000005,E33.25462975,06/11/2023 09:03:09,88.6,0.9,46.2,,,,,,,,,,
N58.502720339999996,E33.25462252,06/11/2023 09:03:10,92.5,2.5,310.1,,,,,,,,,,
N58.502722569999996,E33.25461033,06/11/2023 09:03:11,97.4,1.8,46.1,,,,,,,,,,
N58.5027244,E33.254600759999995,06/11/2023 09:03:12,102.5,1.5,321,,,,,,,,,,
N58.502726730000006,E33.25459318,06/11/2023 09:03:13,108.6,1.4,320.9,,,,,,,,,,
N58.50273,E33.25457708,06/11/2023 09:03:14,113.8,4,282.1,,,,,,,,,,
N58.50273239,E33.25456335,06/11/2023 09:03:15,119.1,1,282.1,,,,,,,,,,
N58.50274204,E33.25454999,06/11/2023 09:03:16,123.1,6.6,323.9,,,,,,,,,,
N58.50275311,E33.25454034,06/11/2023 09:03:17,126.7,2.1,352.5,,,,,,,,,,
N58.50275963,E33.25453802,06/11/2023 09:03:18,130.7,1.8,351.6,,,,,,,,,,
N58.502767750000004,E33.254492909999996,06/11/2023 09:03:19,135.7,9.8,270.1,,,,,,,,,,
N58.50277687,E33.25445249,06/11/2023 09:03:20,140.8,9.2,290.6,,,,,,,,,,
N58.50279007,E33.2544093,06/11/2023 09:03:21,145.8,9.8,302.9,,,,,,,,,,
N58.502811300000005,E33.254389110000005,06/11/2023 09:03:22,152.3,8.4,329.4,,,,,,,,,,
N58.50281665000001,E33.254351809999996,06/11/2023 09:03:23,156.5,7.2,278.7,,,,,,,,,,
N58.50281432,E33.25431183,06/11/2023 09:03:24,161.6,9.8,257.5,,,,,,,,,,
N58.50280962,E33.254268069999995,06/11/2023 09:03:25,166.5,8.9,261.4,,,,,,,,,,
N58.50281665000001,E33.25423143,06/11/2023 09:03:26,171.3,7.7,294.9,,,,,,,,,,
N58.50282344,E33.25419622,06/11/2023 09:03:27,176.4,7.6,299.6,,,,,,,,,,
N58.50283015,E33.25416226,06/11/2023 09:03:28,182.1,6.9,286,,,,,,,,,,
N58.502837410000005,E33.25412776,06/11/2023 09:03:29,187.2,6.1,290,,,,,,,,,,
N58.502848130000004,E33.25409872,06/11/2023 09:03:30,193.1,5.8,304.8,,,,,,,,,,
N58.50285076,E33.25406889,06/11/2023 09:03:31,198.2,5.2,285.5,,,,,,,,,,
N58.50284894000001,E33.254022639999995,06/11/2023 09:03:32,204,9.5,262.3,,,,,,,,,,
N58.50284411,E33.25397416,06/11/2023 09:03:33,209.5,10.8,251.5,,,,,,,,,,
N58.50283758,E33.253932129999995,06/11/2023 09:03:34,215.5,9.1,255.2,,,,,,,,,,
N58.50283339,E33.25389284,06/11/2023 09:03:35,220.7,7.2,260.4,,,,,,,,,,
